# [l(l+1)/2pi] C_l's for tensor mode (units: [microK]^2)
# for l=2 to 500, i.e. number of multipoles equal to 499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
  355       1.975284306129e-03       1.140422651080e-05       6.723524979028e-06       6.253886285333e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  356       1.988097195869e-03       1.122112572693e-05       6.701784775049e-06       6.129722813246e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  357       2.000128533558e-03       1.104352556363e-05       6.681854723467e-06       5.999290065826e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  358       2.011342937006e-03       1.087159148232e-05       6.663690877044e-06       5.862927927958e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  359       2.021720018591e-03       1.070542619712e-05       6.647245892821e-06       5.720958760342e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  360       2.031243085606e-03       1.054511647407e-05       6.632470332673e-06       5.573706768905e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  361       2.039895316372e-03       1.039074896346e-05       6.619313094828e-06       5.421504599481e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  362       2.047659759901e-03       1.024241019380e-05       6.607721400905e-06       5.264693398700e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  363       2.054519335562e-03       1.010018656563e-05       6.597640782962e-06       5.103622874881e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  364       2.060456832746e-03       9.964164345570e-06       6.589015070530e-06       4.938651358927e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  365       2.065454910531e-03       9.834429660135e-06       6.581786377662e-06       4.770145865215e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  366       2.069496097350e-03       9.711068489714e-06       6.575895089966e-06       4.598482152489e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  367       2.072565723650e-03       9.594153429979e-06       6.571280989909e-06       4.424031415913e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  368       2.074660848431e-03       9.483703411435e-06       6.567886708241e-06       4.247119658596e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  369       2.075781684854e-03       9.379722375963e-06       6.565654383573e-06       4.068066833698e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  370       2.075928701351e-03       9.282212347844e-06       6.564524524529e-06       3.887200117177e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  371       2.075102623895e-03       9.191173415921e-06       6.564435997800e-06       3.704853956801e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  372       2.073304438273e-03       9.106603715762e-06       6.565326016196e-06       3.521370121160e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  373       2.070535392358e-03       9.028499411822e-06       6.567130126700e-06       3.337097748680e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  374       2.066796998379e-03       8.956854679608e-06       6.569782198518e-06       3.152393396642e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  375       2.062091035191e-03       8.891661687842e-06       6.573214411136e-06       2.967621090192e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  376       2.056421481016e-03       8.832900996265e-06       6.577359626297e-06       2.783134576863e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  377       2.049800389251e-03       8.780512376881e-06       6.582158629280e-06       2.599223234895e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  378       2.042242243841e-03       8.734422831816e-06       6.587553143604e-06       2.416164173834e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  379       2.033762053174e-03       8.694556050168e-06       6.593483462435e-06       2.234239874419e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  380       2.024375353988e-03       8.660832382057e-06       6.599888438657e-06       2.053738222537e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  381       2.014098215278e-03       8.633168812675e-06       6.606705474938e-06       1.874952543170e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  382       2.002947242197e-03       8.611478936334e-06       6.613870513806e-06       1.698181634348e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  383       1.990939579969e-03       8.595672930517e-06       6.621318027718e-06       1.523729801096e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  384       1.978092917785e-03       8.585657529928e-06       6.628981009132e-06       1.351906889389e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  385       1.964426352532e-03       8.581330877818e-06       6.636794122075e-06       1.183009000882e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  386       1.949963007857e-03       8.582566918984e-06       6.644703308096e-06       1.017259766336e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  387       1.934727521490e-03       8.589230367558e-06       6.652656522921e-06       8.548669251638e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  388       1.918745198922e-03       8.601181746619e-06       6.660600600293e-06       6.960414630585e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  389       1.902042018011e-03       8.618277358111e-06       6.668481244598e-06       5.409976303411e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  390       1.884644633577e-03       8.640369252753e-06       6.676243023487e-06       3.899529603127e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  391       1.866580382007e-03       8.667305199951e-06       6.683829360504e-06       2.431282876042e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  392       1.847877285852e-03       8.698928657716e-06       6.691182527704e-06       1.007477665271e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  393       1.828564058425e-03       8.735078742571e-06       6.698243638280e-06      -3.696111057677e-07       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  394       1.808669947845e-03       8.775589910115e-06       6.704956477138e-06      -1.697876000276e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  395       1.788224253431e-03       8.820291045123e-06       6.711279163225e-06      -2.975988200355e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  396       1.767256800520e-03       8.869006278857e-06       6.717172902384e-06      -4.202808529814e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  397       1.745798103878e-03       8.921555245183e-06       6.722598183799e-06      -5.377188408628e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  398       1.723879372179e-03       8.977753050258e-06       6.727514775583e-06      -6.497969824451e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  399       1.701532512478e-03       9.037410242223e-06       6.731881720357e-06      -7.563985304140e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  400       1.678790134689e-03       9.100332780891e-06       6.735657330834e-06      -8.574057885269e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  401       1.655685556063e-03       9.166322007437e-06       6.738799185403e-06      -9.527001087651e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  402       1.632252805659e-03       9.235174614089e-06       6.741264123712e-06      -1.042161888486e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  403       1.608526628825e-03       9.306682613817e-06       6.743008242250e-06      -1.125670567572e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  404       1.584541382860e-03       9.380638168661e-06       6.743990908303e-06      -1.203122812100e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  405       1.560327671136e-03       9.456848327759e-06       6.744186969797e-06      -1.274487791276e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  406       1.535915596801e-03       9.535120759460e-06       6.743574975592e-06      -1.339753881513e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  407       1.511335864317e-03       9.615258913870e-06       6.742133195278e-06      -1.398910669806e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  408       1.486619783121e-03       9.697061996099e-06       6.739839617706e-06      -1.451948964221e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  409       1.461799271290e-03       9.780324939520e-06       6.736671949516e-06      -1.498860804385e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  410       1.436906859202e-03       9.864838379018e-06       6.732607613671e-06      -1.539639471977e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  411       1.411975693203e-03       9.950388624247e-06       6.727623747981e-06      -1.574279501219e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  412       1.387039539263e-03       1.003675763288e-05       6.721697203642e-06      -1.602776689363e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  413       1.362132786647e-03       1.012372298386e-05       6.714804543757e-06      -1.625128107183e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  414       1.337288693809e-03       1.021106708460e-05       6.706925429815e-06      -1.641344603053e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  415       1.312534050843e-03       1.029860520282e-05       6.698052914982e-06      -1.651488777056e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  416       1.287894336993e-03       1.038615836551e-05       6.688183509002e-06      -1.655638359603e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  417       1.263395463929e-03       1.047354419357e-05       6.677313823769e-06      -1.653873857335e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  418       1.239063778179e-03       1.056057688152e-05       6.665440574226e-06      -1.646278572340e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  419       1.214926063572e-03       1.064706717720e-05       6.652560579255e-06      -1.632938621367e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  420       1.191009543666e-03       1.073282236146e-05       6.638670762578e-06      -1.613942955044e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  421       1.167341884184e-03       1.081764622789e-05       6.623768153654e-06      -1.589383377092e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  422       1.143951195453e-03       1.090133906251e-05       6.607849888571e-06      -1.559354563543e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  423       1.120866034837e-03       1.098369762346e-05       6.590913210949e-06      -1.523954081955e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  424       1.098113428898e-03       1.106452681191e-05       6.572957931778e-06      -1.483288715166e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  425       1.075712860285e-03       1.114367516656e-05       6.553993899958e-06      -1.437493632034e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  426       1.053682079621e-03       1.122100054525e-05       6.534033789468e-06      -1.386713911261e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  427       1.032039068280e-03       1.129635853121e-05       6.513090666062e-06      -1.331098319540e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  428       1.010802039501e-03       1.136960242055e-05       6.491177989809e-06      -1.270799334968e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  429       9.899894395098e-04       1.144058320969e-05       6.468309617621e-06      -1.205973170459e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  430       9.696199486279e-04       1.150914958292e-05       6.444499805794e-06      -1.136779797161e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  431       9.497124823952e-04       1.157514789984e-05       6.419763212536e-06      -1.063382967868e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  432       9.302861926838e-04       1.163842218286e-05       6.394114900501e-06      -9.859502404350e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  433       9.113604688152e-04       1.169881410471e-05       6.367570339330e-06      -9.046530011949e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  434       8.929529164129e-04       1.175617637759e-05       6.340146776746e-06      -8.196661664132e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  435       8.750732171738e-04       1.181041343987e-05       6.311867397271e-06      -7.311672279664e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  436       8.577290657293e-04       1.186144210689e-05       6.282757307721e-06      -6.393372217612e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  437       8.409281731662e-04       1.190917828842e-05       6.252842184610e-06      -5.443610699432e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  438       8.246782668579e-04       1.195353698461e-05       6.222148277556e-06      -4.464276041067e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  439       8.089870902953e-04       1.199443228202e-05       6.190702412681e-06      -3.457295885045e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  440       7.938624029182e-04       1.203177734963e-05       6.158531996020e-06      -2.424637432575e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  441       7.793119799461e-04       1.206548443485e-05       6.125665016918e-06      -1.368307675649e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  442       7.653436122098e-04       1.209546485950e-05       6.092130051440e-06      -2.903536291335e-07       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  443       7.519651059821e-04       1.212162901585e-05       6.057956265772e-06       8.071374371280e-07       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  444       7.391842828092e-04       1.214388636260e-05       6.023173419624e-06       1.922037766220e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  445       7.270072802951e-04       1.216215844755e-05       5.987811976756e-06       3.052246696337e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  446       7.154333937036e-04       1.217641845194e-05       5.951903433575e-06       4.195896309801e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  447       7.044600655608e-04       1.218665292970e-05       5.915480007969e-06       5.351152043529e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  448       6.940845682844e-04       1.219284890135e-05       5.878574536606e-06       6.516145291181e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  449       6.843040029878e-04       1.219499385793e-05       5.841220478411e-06       7.688973212059e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  450       6.751152982836e-04       1.219307576486e-05       5.803451918033e-06       8.867698540010e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  451       6.665152090878e-04       1.218708306582e-05       5.765303569308e-06       1.005034939234e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  452       6.585003154233e-04       1.217700468664e-05       5.726810778736e-06       1.123491907870e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  453       6.510670212242e-04       1.216283003918e-05       5.688009528944e-06       1.241936591002e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  454       6.442115531390e-04       1.214454902521e-05       5.648936442156e-06       1.360161300738e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  455       6.379299593351e-04       1.212215204030e-05       5.609628783662e-06       1.477954811094e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  456       6.322171147637e-04       1.209563960998e-05       5.570123381678e-06       1.595113596090e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  457       6.270637044855e-04       1.206505162845e-05       5.530453341961e-06       1.711475977249e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  458       6.224591418279e-04       1.203043905955e-05       5.490651235295e-06       1.826889027017e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  459       6.183925514679e-04       1.199185439815e-05       5.450750174463e-06       1.941197397354e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  460       6.148527676645e-04       1.194935167957e-05       5.410783817097e-06       2.054243307106e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  461       6.118283324900e-04       1.190298648898e-05       5.370786368519e-06       2.165866529379e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  462       6.093074940620e-04       1.185281597088e-05       5.330792584589e-06       2.275904378907e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  463       6.072782047750e-04       1.179889883850e-05       5.290837774547e-06       2.384191699433e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  464       6.057281195322e-04       1.174129538324e-05       5.250957803859e-06       2.490560851073e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  465       6.046445939773e-04       1.168006748407e-05       5.211189097062e-06       2.594841697698e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  466       6.040146827257e-04       1.161527861700e-05       5.171568640606e-06       2.696861594296e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  467       6.038248819661e-04       1.154699926323e-05       5.132132015369e-06       2.796459187546e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  468       6.040603520392e-04       1.147532329968e-05       5.092907420984e-06       2.893526316018e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  469       6.047056671738e-04       1.140035213731e-05       5.053921471073e-06       2.987967389583e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  470       6.057450670265e-04       1.132218938088e-05       5.015201148517e-06       3.079685689118e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  471       6.071624547730e-04       1.124094084131e-05       4.976773807220e-06       3.168583361458e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  472       6.089413951997e-04       1.115671454813e-05       4.938667173874e-06       3.254561414356e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  473       6.110651127947e-04       1.106962076183e-05       4.900909349718e-06       3.337519711438e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  474       6.135164898396e-04       1.097977198625e-05       4.863528812303e-06       3.417356967164e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  475       6.162780645008e-04       1.088728298102e-05       4.826554417255e-06       3.493970741779e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  476       6.193320289205e-04       1.079227077390e-05       4.790015400036e-06       3.567257436277e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  477       6.226602273084e-04       1.069485467322e-05       4.753941377709e-06       3.637112287351e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  478       6.262441540331e-04       1.059515628021e-05       4.718362350701e-06       3.703429362356e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  479       6.300654557533e-04       1.049329972415e-05       4.683306054892e-06       3.766116336966e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  480       6.341074584654e-04       1.038941235010e-05       4.648789925865e-06       3.825139332025e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  481       6.383536830570e-04       1.028362407641e-05       4.614828894169e-06       3.880479427996e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  482       6.427873438178e-04       1.017606718644e-05       4.581438013310e-06       3.932118007985e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  483       6.473913467936e-04       1.006687634103e-05       4.548632460131e-06       3.980036760419e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  484       6.521482881408e-04       9.956188591055e-06       4.516427535193e-06       4.024217681712e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  485       6.570404524813e-04       9.844143389884e-06       4.484838663156e-06       4.064643078943e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  486       6.620498112562e-04       9.730882605932e-06       4.453881393156e-06       4.101295572526e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  487       6.671580210808e-04       9.616550535151e-06       4.423571399184e-06       4.134158098883e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  488       6.723464220989e-04       9.501293913546e-06       4.393924480473e-06       4.163213913116e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  489       6.775960363371e-04       9.385261929678e-06       4.364956561867e-06       4.188446591679e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  490       6.828875660595e-04       9.268606237181e-06       4.336683694212e-06       4.209840035052e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  491       6.882024504193e-04       9.151475364992e-06       4.309120300391e-06       4.227385813872e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  492       6.935260731913e-04       9.033997740482e-06       4.282273855523e-06       4.241105441280e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  493       6.988446468223e-04       8.916298188058e-06       4.256150049927e-06       4.251028765630e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  494       7.041441616089e-04       8.798503495661e-06       4.230754528709e-06       4.257186692992e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  495       7.094103845779e-04       8.680742424500e-06       4.206092891281e-06       4.259611193474e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  496       7.146288583661e-04       8.563145718773e-06       4.182170690862e-06       4.258335307537e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  497       7.197849001009e-04       8.445846115395e-06       4.158993433989e-06       4.253393152322e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  498       7.248636002799e-04       8.328978353726e-06       4.136566580028e-06       4.244819927965e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  499       7.298498216517e-04       8.212679185299e-06       4.114895540677e-06       4.232651923921e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
  500       7.347281980954e-04       8.097087383544e-06       4.093985679479e-06       4.216926525281e-05       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
